Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_cable,0.6881559220389806,0.9320731575050614,0.9258168605151947
Mean,0.6881559220389806,0.9320731575050614,0.9258168605151947
