Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,pixel_aupro
mvtec_cable,0.9758245877061469,0.9783147677589745,0.9700999362767934,0.8995753056974336
Mean,0.9758245877061469,0.9783147677589745,0.9700999362767934,0.8995753056974336
