Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,pixel_aupro,train_time,test_time
mvtec_bottle,1.0,0.981442128195669,0.9752835144885629,0.9266590466231778,10.226644277572632,8.39053750038147
mvtec_cable,0.9668290854572714,0.974456965803474,0.9654885075055244,0.8954189479753618,9.469745635986328,15.97768235206604
mvtec_capsule,0.9688871160749901,0.9899396214205984,0.9880589300307178,0.945791748664074,9.44977617263794,14.194456100463867
mvtec_carpet,0.9743178170144462,0.9905848844343557,0.9879165325411666,0.952270004411722,12.195351362228394,13.350489616394043
mvtec_grid,0.9406850459482039,0.981642355043826,0.9778771331311001,0.922805328019009,12.076021909713745,9.878452062606812
mvtec_hazelnut,1.0,0.9871468867801083,0.9800991515738378,0.9358974357828019,18.71615195274353,11.734647750854492
mvtec_leather,1.0,0.9928702350508728,0.9903729820857169,0.972421272852125,10.710729122161865,12.97124433517456
mvtec_metal_nut,0.9936461388074291,0.9738117226891677,0.9693460428035524,0.9298890746080145,9.105620384216309,12.948815107345581
mvtec_pill,0.9031642116748498,0.9665654529555971,0.9646638704481078,0.911302790118325,11.71790862083435,16.970250368118286
mvtec_screw,0.9780692764910842,0.9954502215956372,0.9941898489187454,0.9636271205372462,14.68275260925293,17.272361993789673
mvtec_tile,0.955988455988456,0.9252367809080343,0.9028592671709218,0.7852588968606039,9.951231956481934,11.794912815093994
mvtec_toothbrush,0.9277777777777778,0.9890130446226622,0.9848343079020231,0.8934164302247882,2.5838146209716797,4.340683937072754
mvtec_transistor,0.9645833333333333,0.8643863548079561,0.8374151143867208,0.7273426693933067,8.840525150299072,12.330577850341797
mvtec_wood,0.9903508771929823,0.9337336831449248,0.917217399623701,0.8745225495685098,10.826732397079468,8.603760719299316
mvtec_zipper,0.9508928571428572,0.9892554766102352,0.9865679137931127,0.9549379517824976,11.445449352264404,16.871000289916992
Mean,0.9676794661935787,0.9690357209375416,0.961479367760234,0.906104084494771,10.799897034962973,12.508658186594646
