Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,pixel_aupro
mvtec_cable,0.9666416791604199,0.9748122856310807,0.9658669814837383,0.8966708746421683
Mean,0.9666416791604199,0.9748122856310807,0.9658669814837383,0.8966708746421683
