Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_cable,0.8669415292353823,0.9145125520441976,0.9061867264355667
Mean,0.8669415292353823,0.9145125520441976,0.9061867264355667
