Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_bottle,0.9992063492063492,0.9788640130441725,0.9733948726237932
Mean,0.9992063492063492,0.9788640130441725,0.9733948726237932
