Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc
mvtec_cable,0.6872188905547227,0.9504216445240254,0.9444606778319529
Mean,0.6872188905547227,0.9504216445240254,0.9444606778319529
