Row Names,instance_auroc,full_pixel_auroc,anomaly_pixel_auroc,pixel_aupro
mvtec_cable,0.8669415292353823,0.9145125520441976,0.9061867264355667,0.7976309650667774
Mean,0.8669415292353823,0.9145125520441976,0.9061867264355667,0.7976309650667774
